fid,imageName,lat,lng,dataTime,remark,上傳者,標註者,驗證者,標籤,createdAt,updatedAt,原本有無設置人行空間,保護性,原始總寬度－是否夠寬讓輪椅通行,佔用情形(多選)-導致兩人交會需停讓或淨寬<1.5米,行人被迫實際行走路徑中會碰到的最大動態風險,承受上題風險的頻率,使用目的,思源地圖類別-無須填寫,思源地圖名稱-無須填寫,imageUrl,_id,rank_a1,rank_b1,rank_c1,COUNTYNAME,TOWNNAME,VILLNAME,村里全名,edu_Distance,hospital_Distance,near_edu,near_hospital
"863",00863.jpg,23.0157978,120.2575064,2023/01/04,,63b541fc181b961bfde0195c_Pei,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54366181b960302e01973.jpg,63b54366181b960302e01973,2.6,-7,0,臺南市,永康區,西灣里,臺南市永康區西灣里,831.06236681583,5520.10120336927,"0","0"
"864",00864.jpg,23.0155608,120.25675,2023/01/04,,63b541fc181b961bfde0195c_Pei,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54406181b966344e019a3.jpg,63b54406181b966344e019a3,2.6,-7,0,臺南市,永康區,西灣里,臺南市永康區西灣里,821.133660265367,5440.2951550585,"0","0"
"865",00865.jpg,23.01514606,120.255146,2023/01/04,,63b541fc181b961bfde0195c_Pei,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b5447e181b960c94e019ad.jpg,63b5447e181b960c94e019ad,1.6,-9.5,0,臺南市,永康區,網寮里,臺南市永康區網寮里,639.798703579529,5276.44245857502,"0","0"
"866",00866.jpg,24.79815468,120.9967554,2022/12/30,消防栓及外露管線,63b5495a181b9665ede01aeb_Y.C. Hsieh,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|公共設施阻礙（機電設備）,有機車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54b09181b96ec03e01b31.jpg,63b54b09181b96ec03e01b31,5,-3,1.6,新竹市,東區,軍功里,新竹市東區軍功里,335.849621073195,11302.8934960176,"1","0"
"867",00867.jpg,23.69455169,120.5288222,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|工作|休閒|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54c1f181b9640a2e01b95.jpg,63b54c1f181b9640a2e01b95,0,-10,0,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,797.931358249841,13036.5019582079,"0","0"
"868",00868.jpg,23.69349275,120.5290432,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|通學|工作|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54c9f181b967181e01bc5.jpg,63b54c9f181b967181e01bc5,0,-10,0,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,889.263554437923,13137.7383023475,"0","0"
"869",00869.jpg,23.69330071,120.5287507,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|通學|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54ccb181b96be4fe01bdb.jpg,63b54ccb181b96be4fe01bdb,0,-10,0,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,921.824645887723,13133.1373326118,"0","0"
"870",00870.jpg,23.69320176,120.5287572,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|休閒|通學|採購日用|工作|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54d12181b963065e01bf1.jpg,63b54d12181b963065e01bf1,0,-10,0,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,931.231762059682,13141.6521804088,"0","0"
"871",00871.jpg,23.69288948,120.5290463,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|公共設施阻礙（機電設備）|公共設施阻礙（樹穴）,有機車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|通學|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54d85181b969cf4e01c17.jpg,63b54d85181b969cf4e01c17,5,-3,1.6,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,949.300526799878,13187.0695580505,"0","0"
"872",00872.jpg,23.69272621,120.5287626,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|公共設施阻礙（樹穴）|公共設施阻礙（機電設備）,有機車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|工作|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54dcc181b968616e01c2d.jpg,63b54dcc181b968616e01c2d,5,-3,1.6,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,978.050260615726,13180.8465952254,"0","0"
"873",00873.jpg,23.69272854,120.5286133,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54e0c181b960831e01c43.jpg,63b54e0c181b960831e01c43,0,-10,0,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,984.579165989719,13170.3853452032,"0","0"
"874",00874.jpg,23.69238936,120.5288997,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54eb8181b963166e01c6f.jpg,63b54eb8181b963166e01c6f,0,-10,0,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,1005.89080765713,13217.8236493625,"0","0"
"875",00875.jpg,23.69210047,120.5286603,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b54fd3181b968c85e01c90.jpg,63b54fd3181b968c85e01c90,0,-10,0,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,1045.14029268529,13225.0637191069,"0","0"
"876",00876.jpg,23.69246609,120.5289137,2023/01/04,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）|公共設施阻礙（樹穴）,有機車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|工作|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b5502b181b9674aee01cc7.jpg,63b5502b181b9674aee01cc7,5,-3,1.6,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,997.560675901663,13212.509666053,"0","0"
"877",00877.jpg,24.79859296,120.9974957,2023/01/04,,63b5495a181b9665ede01aeb_Y.C. Hsieh,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,有自行車行駛,常如此(79~50%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b55411181b961411e01cfb.jpg,63b55411181b961411e01cfb,8.8,8,8,新竹市,東區,軍功里,新竹市東區軍功里,246.855645541844,11261.2731902378,"1","0"
"878",00878.jpg,22.69273333,120.2923139,2023/01/04,,63a939a24ee1acb8de632796_Szuwu,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),採購日用|採購食物|通學|就醫、照護|休閒|親子活動,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b55d04181b963287e01d17.jpg,63b55d04181b963287e01d17,2.6,-7,0,高雄市,左營區,明建里,高雄市左營區明建里,174.635457926202,1844.73736502191,"1","0"
"879",00879.jpg,22.98627882,120.1979399,2023/01/04,,63b551dd181b96bb5de01cec_Georgia Wang,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|通學|採購食物|採購日用|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b55ee3181b9608ede01d31.jpg,63b55ee3181b9608ede01d31,4.2,-4.5,0.8,臺南市,中西區,小西門里,臺南市中西區小西門里,411.131137558483,453.692231767871,"1","1"
"880",00880.jpg,22.97769548,120.1975858,2023/01/04,,63b551dd181b96bb5de01cec_Georgia Wang,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,通常如此(94~80%),就醫、照護,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b55f45181b966b7fe01d3c.jpg,63b55f45181b966b7fe01d3c,5.2,-2,1.6,臺南市,南區,田寮里,臺南市南區田寮里,183.295285267803,1400.56101472834,"1","0"
"881",00881.jpg,22.9778634,120.1976126,2023/01/04,,63b551dd181b96bb5de01cec_Georgia Wang,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b55fc8181b96a09de01d47.jpg,63b55fc8181b96a09de01d47,2.6,-7,0,臺南市,南區,田寮里,臺南市南區田寮里,170.661420626446,1381.79082755104,"1","0"
"882",00882.jpg,22.98628376,120.1980793,2023/01/04,從便利商店的騎樓到學校旁的人行道直走就會撞到學校的圍牆，高低差近一米，沒有無障礙坡道。,63b551dd181b96bb5de01cec_Georgia Wang,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(無實體分隔),輪椅無法通行（窄於100公分）,公共設施阻礙（樹穴）,無車輛行駛,總是如此(100%~95%),通學|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b560ee181b960c02e01d77.jpg,63b560ee181b960c02e01d77,7.1,-3,1.25,臺南市,中西區,小西門里,臺南市中西區小西門里,400.9156294737,450.432504663559,"1","1"
"883",00883.jpg,23.4715325,120.4843694,2023/01/04,,63b56bcd181b96d348e01e8a_C- Wong,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（樹穴）,無車輛行駛,總是如此(100%~95%),休閒|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b56d00181b960d97e01e99.jpg,63b56d00181b960d97e01e99,8.6,3,5,嘉義市,東區,鹿寮里,嘉義市東區鹿寮里,810.871352167375,1836.77269237453,"0","0"
"884",00884.jpg,23.4714799,120.4842997,2023/01/04,,63b56bcd181b96d348e01e8a_C- Wong,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,無車輛行駛,通常如此(94~80%),休閒|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b56dc1181b960ddbe01ee0.jpg,63b56dc1181b960ddbe01ee0,8.8,4,4,嘉義市,東區,鹿寮里,嘉義市東區鹿寮里,815.386766700405,1827.8879132008,"0","0"
"885",00885.jpg,24.81919972,120.962,2022/12/31,,63b56bcd181b96d348e01e8a_C- Wong,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）|私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),休閒|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b56fd8181b9654b8e01f0c.jpg,63b56fd8181b9654b8e01f0c,5,-3,1.6,新竹市,北區,福林里,新竹市北區福林里,137.060403049598,9282.28717504941,"1","0"
"886",00886.jpg,23.465945,120.467943,2023/01/04,,63b56bcd181b96d348e01e8a_C- Wong,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|公共設施阻礙（樹穴）,有機車行駛,總是如此(100%~95%),休閒|採購食物|通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b571f9181b966959e01f27.jpg,63b571f9181b966959e01f27,5,-3,1.6,嘉義市,東區,鹿寮里,嘉義市東區鹿寮里,658.994181034693,136.612674164427,"0","1"
"887",00887.jpg,24.1181536,120.6491733,2023/01/04,,63ac61264ee1ac56f063282a_你好 嗨,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b585af181b96259fe02116.jpg,63b585af181b96259fe02116,0,-10,0,臺中市,南區,樹德里,臺中市南區樹德里,317.834694646002,2408.01763648668,"1","0"
"888",00888.jpg,22.59030556,120.3074806,2022/12/30,,63ac45cf4ee1ac756b632824_王佳音,,,,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓|私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),其他|通學|工作|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b59a06181b962575e02447.jpg,63b59a06181b962575e02447,0,-10,0,高雄市,前鎮區,前鎮里,高雄市前鎮區前鎮里,506.847799331031,1827.93006230048,"0","0"
"889",00889.jpg,22.58988056,120.3080972,2022/12/30,,63ac45cf4ee1ac756b632824_王佳音,,,,2023/01/04,2023/01/04,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,私人佔用（商家、住家）|私人佔用（臨時停車）|沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),休閒|其他|採購日用|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b59a3f181b96ac10e02452.jpg,63b59a3f181b96ac10e02452,0,-10,0,高雄市,前鎮區,前鎮里,高雄市前鎮區前鎮里,445.568242473928,1770.6809336698,"1","0"
"890",00890.jpg,22.58439722,120.3161944,2022/12/30,,63ac45cf4ee1ac756b632824_王佳音,,,,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),採購日用|通學|工作|休閒|其他|親子活動|採購食物|就醫、照護,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b59a72181b96b8aee0245d.jpg,63b59a72181b96b8aee0245d,2.6,-7,0,高雄市,前鎮區,信義里,高雄市前鎮區信義里,329.889365655115,1252.37044510816,"1","0"
"891",00891.jpg,22.58644167,120.3141333,2022/12/30,,63ac45cf4ee1ac756b632824_王佳音,,,,2023/01/04,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),採購食物|採購日用|就醫、照護|親子活動|通學|工作|休閒|其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b59ad6181b9630e2e02468.jpg,63b59ad6181b9630e2e02468,2.6,-7,0,高雄市,前鎮區,興仁里,高雄市前鎮區興仁里,139.732670324935,1292.79084768102,"1","0"
"892",00892.jpg,25.05006789,121.5432434,2023/01/04,,63a90f0a4ee1ac24ea63278d_Yun Lee,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,標線人行道(無實體分隔),輪椅無法通行（窄於100公分）,私人佔用（臨時停車）,有汽車行駛,通常如此(94~80%),採購食物|通學|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b5a881181b9629e1e025cf.jpg,63b5a881181b9629e1e025cf,1.2,-10,0,臺北市,中山區,力行里,臺北市中山區力行里,154.555661459477,1721.3496937439,"1","0"
"893",00893.jpg,25.06217575,121.2668533,2023/01/04,,63a90f0a4ee1ac24ea63278d_Yun Lee,,,,2023/01/05,2023/01/05,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),採購食物|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b5a8af181b964b26e025da.jpg,63b5a8af181b964b26e025da,0,-10,0,桃園市,蘆竹區,蘆竹里,桃園市蘆竹區蘆竹里,1943.56403514148,8710.55578467947,"0","0"
"894",00894.jpg,25.02854775,121.5685487,2023/01/04,水平方向另一側人行道亦十分狹窄,63b60fa8181b96771ce0267a_Alexandra Chang,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）,有自行車行駛,總是如此(100%~95%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b6113b181b96fd4de02689.jpg,63b6113b181b96fd4de02689,7.4,1,4,臺北市,信義區,三犁里,臺北市信義區三犁里,162.47186888485,2305.15452893945,"1","0"
"895",00895.jpg,25.02839707,121.5684575,2023/01/04,,63b60fa8181b96771ce0267a_Alexandra Chang,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b611c2181b9661e1e02694.jpg,63b611c2181b9661e1e02694,5.2,-2,1.6,臺北市,信義區,三犁里,臺北市信義區三犁里,167.504510989406,2321.7845060151,"1","0"
"896",00896.jpg,24.1361603,120.648905,2023/01/05,公家台中正心停車場新落成，都做了行人走道，地上卻有凸出水管、且水泥柱與水泥柱中間間隔太近無法讓讓輪椅、推車順利通行。,63b61f05181b96818ee026cc_林芳琳,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b62164181b96fa4ee02701.jpg,63b62164181b96fa4ee02701,8.6,3,5,臺中市,南屯區,向心里,臺中市南屯區向心里,112.663233584002,417.845122842587,"1","1"
"897",00897.jpg,23.69528618,120.5291521,2023/01/05,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）|公共設施阻礙（樹穴）,有自行車行駛,有時如此(49~30%),親子活動|通學|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b62347181b960c52e02718.jpg,63b62347181b960c52e02718,7.4,1,4,雲林縣,斗六市,龍潭里,雲林縣斗六市龍潭里,711.242884429904,13000.2828375224,"0","0"
"898",00898.jpg,24.99563165,121.4810014,2023/01/05,,63b58c48181b96029fe022b0_Y,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅無法通行（窄於100公分）,私人佔用（臨時停車）|公共設施阻礙（機電設備）,有機車行駛,常如此(79~50%),就醫、照護|採購食物|採購日用|工作|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b64720181b96d952e02ac6.jpg,63b64720181b96d952e02ac6,4,-5.5,0.8,新北市,中和區,嘉慶里,新北市中和區嘉慶里,359.829397169367,1901.64644422838,"1","0"
"899",00899.jpg,24.99477107,121.4808565,2023/01/05,,63b58c48181b96029fe022b0_Y,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,通常如此(94~80%),通學|就醫、照護|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b647af181b961cafe02ad1.jpg,63b647af181b961cafe02ad1,5,-3,1.6,新北市,中和區,嘉慶里,新北市中和區嘉慶里,333.318465827868,1951.75976515471,"1","0"
"900",00900.jpg,24.99435294,121.4808083,2023/01/05,,63b58c48181b96029fe022b0_Y,,,,2023/01/05,2023/01/05,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓|私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),就醫、照護|通學|採購日用|採購食物|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b64828181b963808e02aed.jpg,63b64828181b963808e02aed,0,-10,0,新北市,中和區,嘉慶里,新北市中和區嘉慶里,332.19767763205,1975.31621001231,"1","0"
"901",00901.jpg,24.99381811,121.4807814,2023/01/05,,63b58c48181b96029fe022b0_Y,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,常如此(79~50%),就醫、照護|通學|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b648a9181b96ab8ee02af8.jpg,63b648a9181b96ab8ee02af8,5,-3,1.6,新北市,中和區,嘉慶里,新北市中和區嘉慶里,343.507517142087,2003.47896598116,"1","0"
"902",00902.jpg,24.86655886,120.9976866,2023/01/05,,63a8fd9b4ee1aca5f6632785_阿軒,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）,無車輛行駛,總是如此(100%~95%),工作|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b648eb181b962540e02b04.jpg,63b648eb181b962540e02b04,8.6,3,5,新竹縣,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村,640.45991962534,3836.0219874174,"0","0"
"903",00903.jpg,24.99344859,121.4807439,2023/01/05,,63b58c48181b96029fe022b0_Y,,,,2023/01/05,2023/01/05,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,有自行車行駛,常如此(79~50%),就醫、照護|通學|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b648ee181b963dc4e02b0f.jpg,63b648ee181b963dc4e02b0f,8.8,8,8,新北市,中和區,灰磘里,新北市中和區灰磘里,355.180888002481,2025.41753183713,"1","0"
"904",00904.jpg,24.86551115,120.9963138,2023/01/05,,63a8fd9b4ee1aca5f6632785_阿軒,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/05,2023/01/05,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),採購食物|工作|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b64a28181b968151e02b47.jpg,63b64a28181b968151e02b47,0,-10,0,新竹縣,湖口鄉,鳳山村,新竹縣湖口鄉鳳山村,706.592373022382,3912.22769644447,"0","0"
"905",00905.jpg,25.00239448,121.5114605,2023/01/05,,63b50e33181b9653d4e01568_YT W,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2023/01/05,2023/01/05,有設置人行道或騎樓,標線人行道(無實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),工作|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63b64be8181b963367e02b86.jpg,63b64be8181b963367e02b86,1.6,-10,0,新北市,中和區,中安里,新北市中和區中安里,515.032712639647,165.431912764947,"0","1"
